0 3 3
0 9 8
0 12 9
0 18 9
0 25 9
0 33 7
0 38 8
0 46 8
0 48 6
0 49 10
0 50 10
0 51 6
0 56 3
0 57 8
0 64 8
0 70 10
0 73 10
0 79 10
0 83 8
0 85 8
0 88 7
0 89 5
0 90 9
0 95 7
0 98 6
0 100 10
0 101 7
0 102 7
0 104 8
0 109 8
0 110 8
0 111 8
0 113 10
0 116 8
0 120 4
0 122 10
0 125 5
0 131 6
0 133 7
0 139 5
0 141 10
0 144 7
0 145 8
0 155 7
0 158 9
0 163 8
0 164 10
0 165 10
0 167 9
0 169 8
0 170 9
0 173 3
0 180 9
0 184 7
0 186 8
0 188 6
0 191 6
0 193 5
0 195 10
0 196 8
0 211 10
0 216 9
0 217 10
0 219 10
0 224 7
0 226 10
0 228 7
0 232 9
0 233 9
0 235 6
0 236 8
0 240 6
0 249 6
0 254 9
0 256 7
0 257 10
0 260 6
0 261 7
0 262 7
0 263 6
0 264 5
0 265 8
0 267 10
0 270 10
0 271 10
0 272 8
0 277 5
0 280 7
0 283 10
0 287 10
0 293 6
0 295 10
0 296 7
0 300 6
0 301 8
0 306 10
0 307 8
0 308 8
0 314 6
0 315 9
0 329 9
0 330 1
0 333 7
0 337 9
0 339 9
0 340 7
0 342 9
0 346 10
0 347 10
0 348 8
0 349 9
0 350 10
0 353 8
0 355 9
0 356 10
0 357 8
0 358 10
0 359 7
0 369 10
0 370 9
0 373 9
0 375 10
0 376 7
0 379 4
0 381 10
0 382 6
0 385 4
0 388 7
0 393 8
0 394 10
0 400 7
0 408 5
0 418 7
0 420 8
0 424 10
0 430 8
0 431 7
0 435 8
0 444 8
0 447 9
0 449 6
0 452 10
0 453 8
0 455 10
0 457 8
0 458 8
0 466 7
0 469 8
0 471 8
0 472 9
0 473 6
0 477 9
0 480 8
0 481 7
0 492 5
0 493 10
0 499 10
0 502 8
0 507 8
0 508 9
0 521 8
0 523 7
0 536 7
0 537 7
0 539 8
0 542 8
0 543 10
0 544 9
0 548 5
0 552 4
0 560 5
0 561 7
0 562 10
0 566 7
0 567 9
0 578 7
0 582 7
0 583 8
0 584 10
0 587 8
0 592 7
0 593 7
0 595 4
0 596 7
0 597 8
0 599 8
0 610 9
0 612 10
0 615 10
0 617 6
0 618 8
0 621 10
0 624 7
0 627 9
0 634 7
0 638 10
0 641 8
0 642 7
0 647 8
0 653 6
0 654 9
0 658 10
0 662 3
0 663 10
0 671 8
0 680 3
0 689 9
0 690 9
0 693 8
0 696 7
0 699 10
0 705 3
0 711 7
0 717 9
0 718 6
0 720 8
0 723 9
0 724 10
0 741 9
0 746 5
0 749 7
0 751 8
0 753 8
0 759 5
0 760 6
0 765 8
0 770 7
0 788 8
0 794 8
0 810 8
0 820 8
0 821 10
0 829 9
0 830 9
0 832 1
0 833 3
0 837 10
0 840 6
0 841 9
0 842 8
0 843 3
0 849 10
0 850 9
0 852 7
0 857 9
0 861 5
0 868 10
0 872 9
0 875 10
0 878 5
0 879 3
0 888 8
0 894 1
0 901 10
0 905 7
0 907 8
0 908 3
0 923 8
0 939 3
0 941 10
0 942 7
0 943 6
0 950 10
0 953 8
0 956 10
0 960 9
0 961 7
0 969 5
0 974 4
0 988 9
0 990 7
0 1005 7
0 1032 9
0 1042 2
0 1050 7
0 1057 6
0 1059 7
0 1064 5
0 1070 7
0 1076 8
0 1078 9
0 1079 8
0 1090 9
0 1097 5
0 1098 8
0 1107 6
0 1113 7
0 1114 8
0 1116 8
0 1120 7
0 1122 6
0 1123 10
0 1132 8
0 1133 9
0 1134 8
0 1135 8
0 1139 8
0 1146 6
0 1147 8
0 1154 8
0 1155 8
0 1166 5
0 1171 10
0 1174 6
0 1181 9
0 1185 8
0 1203 8
0 1206 8
0 1208 5
0 1209 1
0 1210 7
0 1213 10
0 1217 10
0 1218 5
0 1220 9
0 1230 8
0 1231 5
0 1234 4
0 1240 5
0 1242 9
0 1247 6
0 1251 6
0 1258 8
0 1266 6
0 1269 9
0 1271 6
0 1272 7
0 1281 4
0 1283 5
0 1286 10
0 1289 9
0 1292 5
0 1294 8
0 1298 8
0 1299 10
0 1306 8
0 1311 8
0 1313 7
0 1317 10
0 1318 10
0 1321 6
0 1331 8
0 1333 5
0 1338 7
0 1347 6
0 1364 7
0 1375 10
0 1377 10
0 1378 5
0 1393 10
0 1398 10
0 1400 8
0 1403 10
0 1405 6
0 1406 8
0 1409 6
0 1410 8
0 1412 5
0 1430 8
0 1434 10
0 1435 9
0 1442 8
0 1443 5
0 1449 5
0 1457 5
0 1458 9
0 1461 8
0 1465 8
0 1471 7
0 1494 5
0 1498 6
0 1503 6
0 1516 7
0 1522 7
0 1549 8
0 1572 7
0 1573 7
0 1582 8
0 1595 8
0 1597 7
0 1603 5
0 1607 9
0 1609 6
0 1610 6
0 1620 10
0 1621 9
0 1629 8
0 1631 9
0 1635 5
0 1654 9
0 1657 8
0 1664 4
0 1665 9
0 1672 5
0 1674 1
0 1690 9
0 1692 8
0 1703 8
0 1710 5
0 1736 10
0 1745 10
0 1750 8
0 1752 10
0 1761 8
0 1772 10
0 1885 9
0 1910 7
0 1965 9
0 2006 7
0 2071 9
0 2089 8
0 2090 9
0 2091 8
0 2092 8
0 2093 7
0 2096 10
0 2108 10
0 2115 9
0 2184 9
0 2189 6
0 2210 9
0 2420 10
0 2481 10
0 2510 10
0 2624 10
0 2673 7
0 2685 8
0 2695 10
0 2737 6
0 2852 10
0 2856 7
0 2859 2
0 2883 7
0 2937 3
0 2954 9
0 3042 8
0 3094 10
0 3117 8
0 3140 9
0 3185 8
0 3205 10
0 3236 7
0 3238 10
0 3243 7
0 3276 6
0 3278 8
0 3288 10
0 3299 6
0 3304 10
0 3305 7
0 3317 6
0 3328 6
0 3338 8
0 3342 5
0 3347 10
0 3384 10
0 3386 10
0 3405 9
0 3407 9
0 3413 10
0 3430 9
0 3473 5
0 3569 8
0 3570 8
0 3585 8
0 3603 9
0 3613 8
0 3621 9
0 3625 8
0 3628 8
0 3633 9
0 3641 10
0 3657 10
0 3691 5
0 3693 8
0 3700 9
0 3759 9
0 3766 9
0 3775 6
0 3783 7
0 3786 6
0 3794 10
0 3800 10
0 3820 9
0 3887 7
0 3888 9
0 3912 10
0 3956 6
0 3958 10
0 3979 8
0 4005 8
0 4013 9
0 4016 10
0 4100 8
0 4118 10
0 4122 5
0 4133 6
0 4136 5
0 4175 8
0 4184 5
0 4193 10
0 4196 8
0 4205 7
0 4245 10
0 4246 9
0 4304 9
0 4312 10
0 4370 4
0 4372 2
0 4377 8
0 4380 10
0 4381 8
0 4390 8
0 4400 10
0 4401 10
0 4404 8
0 4408 10
0 4459 10
0 4489 6
0 4509 7
0 4606 8
0 4625 8
0 4628 8
0 4640 5
0 4646 8
0 4690 8
0 4692 8
0 4694 6
0 4701 7
0 4704 8
0 4731 9
0 4945 7
0 4955 8
0 4970 8
0 5001 2
0 5005 8
0 5018 7
0 5053 10
0 5054 10
0 5059 10
0 5070 7
0 5119 10
0 5157 9
0 5258 10
0 5326 10
0 5328 10
0 5554 8
0 5568 10
0 5578 7
0 5594 10
0 5613 8
0 5763 6
0 5784 8
0 5925 7
0 6111 8
0 6122 10
0 6144 8
0 6146 7
0 6159 8
0 6160 10
0 6556 9
0 6557 9
0 6560 9
0 6567 7
0 6573 3
0 6579 5
0 6588 7
0 6631 7
0 6831 9
0 9959 5
0 14386 5
0 15786 10
0 15854 8
0 18266 10
0 20955 9
0 21506 8
0 22237 9
0 23897 9
0 26733 7
0 27142 5
0 28394 4
0 29295 7
0 31826 6
